trace_id,time_s,physical_amplitude
432647,1.016,6.731761932373047
432647,1.024,2.873990058898926
432647,1.032,-5.460405349731445
432647,1.04,-0.5851995348930359
432647,1.048,5.32404899597168
432647,1.056,-1.26348876953125
432647,1.064,-5.6046295166015625
432647,1.072,1.4855060577392578
432647,1.08,4.570150375366211
432647,1.088,-1.2337703704833984
432647,1.096,-2.096491813659668
432647,1.104,1.977616310119629
432647,1.112,-0.3186037540435791
432647,1.12,-4.045263290405273
432647,1.1280000000000001,-0.13286083936691284
432647,1.1360000000000001,3.31496524810791
432647,1.1440000000000001,0.5078430771827698
432647,1.1520000000000001,1.2245922088623047
432647,1.16,6.2134294509887695
432647,1.168,2.7826480865478516
432647,1.176,-8.108444213867188
432647,1.184,-12.552726745605469
432647,1.192,-6.364645957946777
432647,1.2,5.156224250793457
432647,1.208,14.320125579833984
432647,1.216,11.116168975830078
432647,1.224,-3.2913646697998047
432647,1.232,-11.977142333984375
432647,1.24,-6.546018600463867
432647,1.248,2.9701385498046875
432647,1.256,6.228288650512695
432647,1.264,2.1467514038085938
432647,1.272,-3.592487335205078
432647,1.28,-2.68868350982666
432647,1.288,4.147093772888184
432647,1.296,4.378289222717285
432647,1.304,-5.27116584777832
432647,1.312,-8.593998908996582
432647,1.32,2.2529525756835938
432647,1.328,9.522275924682617
432647,1.336,1.8386363983154297
432647,1.344,-5.492746353149414
432647,1.352,-2.1056690216064453
432647,1.36,1.1192655563354492
432647,1.368,-0.7774981260299683
432647,1.3760000000000001,-0.07386016845703125
432647,1.3840000000000001,2.6279354095458984
432647,1.3920000000000001,1.2849044799804688
432647,1.4000000000000001,-1.0082569122314453
432647,1.408,-0.6647412180900574
432647,1.416,-1.3443422317504883
432647,1.424,-2.639298439025879
432647,1.432,0.740786612033844
432647,1.44,5.061822891235352
432647,1.448,2.074639320373535
432647,1.456,-3.977084159851074
432647,1.464,-3.420292854309082
432647,1.472,0.8504841923713684
432647,1.48,1.2547483444213867
432647,1.488,-0.23643982410430908
432647,1.496,-0.4986652135848999
432647,1.504,-1.086050033569336
432647,1.512,0.09877157211303711
432647,1.52,4.992771148681641
432647,1.528,7.672276496887207
432647,1.536,3.3591060638427734
432647,1.544,-4.56315803527832
432647,1.552,-10.547577857971191
432647,1.56,-10.770031929016113
432647,1.568,-3.8258676528930664
432647,1.576,5.842380523681641
432647,1.584,10.02006721496582
432647,1.592,6.352409362792969
432647,1.6,0.540274441242218
432647,1.608,-2.570000648498535
432647,1.616,-2.8598556518554688
432647,1.624,-1.4418821334838867
432647,1.6320000000000001,-0.3948538303375244
432647,1.6400000000000001,-1.0408668518066406
432647,1.6480000000000001,-0.4922116994857788
432647,1.6560000000000001,2.531057357788086
432647,1.6640000000000001,3.163760185241699
432647,1.672,-0.6368928551673889
432647,1.68,-3.359461784362793
432647,1.688,-1.976487159729004
432647,1.696,-0.2748202681541443
432647,1.704,0.025140509009361267
432647,1.712,1.425614356994629
432647,1.72,3.3836164474487305
432647,1.728,2.4004249572753906
432647,1.736,-1.2905464172363281
432647,1.744,-3.2958717346191406
432647,1.752,-1.6223020553588867
432647,1.76,0.5424927473068237
432647,1.768,0.5866118669509888
432647,1.776,0.013802632689476013
432647,1.784,0.03845018893480301
432647,1.792,0.3596078157424927
432647,1.8,1.6094856262207031
432647,1.808,1.8677921295166016
432647,1.816,-2.343242645263672
432647,1.824,-6.3741044998168945
432647,1.832,-2.124619483947754
432647,1.84,6.473926544189453
432647,1.848,8.076018333435059
432647,1.856,0.9725925922393799
432647,1.864,-6.134777069091797
432647,1.872,-5.942771911621094
432647,1.8800000000000001,0.01528148353099823
432647,1.8880000000000001,3.8997364044189453
432647,1.8960000000000001,1.8217010498046875
432647,1.9040000000000001,-1.1498088836669922
432647,1.9120000000000001,-0.230454683303833
432647,1.92,1.0637884140014648
432647,1.928,-0.8252002000808716
432647,1.936,-2.0989856719970703
432647,1.944,-0.4291139841079712
432647,1.952,0.4880216121673584
432647,1.96,-0.01404910534620285
432647,1.968,1.1786460876464844
432647,1.976,2.5490503311157227
432647,1.984,0.6440406441688538
432647,1.992,-1.6304359436035156
432647,2.0,-0.6240761280059814
432647,2.008,0.06260478496551514
432647,2.016,-1.6873722076416016
432647,2.024,-1.1431541442871094
432647,2.032,1.619837760925293
432647,2.04,1.0504789352416992
432647,2.048,-0.9945288896560669
432647,2.056,0.4860498309135437
432647,2.064,1.660013198852539
432647,2.072,-1.3013906478881836
432647,2.08,-2.260427474975586
432647,2.088,1.9755020141601562
432647,2.096,3.6645984649658203
432647,2.104,-0.8057286143302917
432647,2.112,-4.461454391479492
432647,2.12,-2.939960479736328
432647,2.128,0.6203790307044983
432647,2.136,2.9209823608398438
432647,2.144,3.0543251037597656
432647,2.152,1.4290657043457031
432647,2.16,-0.41851550340652466
432647,2.168,-1.7305049896240234
432647,2.176,-2.477572441101074
432647,2.184,-1.4118118286132812
432647,2.192,1.198857307434082
432647,2.2,1.9703254699707031
432647,2.208,0.31967878341674805
432647,2.216,-0.26496124267578125
432647,2.224,0.1609485149383545
432647,2.232,-1.3179044723510742
432647,2.24,-2.122894287109375
432647,2.248,0.9992119669914246
432647,2.2560000000000002,3.082916259765625
432647,2.2640000000000002,0.2661936283111572
432647,2.2720000000000002,-1.8152923583984375
432647,2.2800000000000002,0.01897861808538437
432647,2.2880000000000003,0.459430456161499
432647,2.2960000000000003,-1.5939579010009766
432647,2.3040000000000003,-0.48087382316589355
432647,2.312,2.7760543823242188
432647,2.32,1.3001585006713867
432647,2.328,-2.8352088928222656
432647,2.336,-1.9220161437988281
432647,2.344,2.116239547729492
432647,2.352,2.105640411376953
432647,2.36,-0.8491083383560181
432647,2.368,-1.5473737716674805
432647,2.376,-0.6489701867103577
432647,2.384,-0.49862003326416016
432647,2.392,0.6893921494483948
432647,2.4,2.81494140625
432647,2.408,1.522268295288086
432647,2.416,-2.5273923873901367
432647,2.424,-3.1940689086914062
432647,2.432,0.1892850399017334
432647,2.44,2.598165512084961
432647,2.448,1.9755115509033203
432647,2.456,0.04216654598712921
432647,2.464,-1.5844964981079102
432647,2.472,-2.1711130142211914
432647,2.48,-1.390009880065918
432647,2.488,0.16476529836654663
432647,2.496,1.1702613830566406
432647,2.504,1.3459854125976562
432647,2.512,1.1875362396240234
432647,2.52,0.43838346004486084
432647,2.528,-0.8043221831321716
432647,2.536,-1.6344642639160156
432647,2.544,-1.250321388244629
432647,2.552,0.8912558555603027
432647,2.56,3.12979793548584
432647,2.568,2.111856460571289
432647,2.576,-1.4656124114990234
432647,2.584,-3.048065185546875
432647,2.592,-1.4986772537231445
432647,2.6,0.09993654489517212
432647,2.608,0.4344825744628906
432647,2.616,1.0054960250854492
432647,2.624,1.780653953552246
432647,2.632,0.8011643886566162
432647,2.64,-1.8237495422363281
432647,2.648,-3.118281364440918
432647,2.656,-0.8804820775985718
432647,2.664,3.0447216033935547
432647,2.672,4.12396240234375
432647,2.68,0.7872326970100403
432647,2.688,-3.1348133087158203
432647,2.696,-3.3090524673461914
432647,2.704,-0.2193775177001953
432647,2.712,2.078606605529785
432647,2.72,1.5518035888671875
432647,2.728,-0.19671529531478882
432647,2.736,-1.5551471710205078
432647,2.744,-1.6168174743652344
432647,2.7520000000000002,0.2608010172843933
432647,2.7600000000000002,1.7739667892456055
432647,2.7680000000000002,0.9428959488868713
432647,2.7760000000000002,0.5905174016952515
432647,2.7840000000000003,1.5937843322753906
432647,2.7920000000000003,-0.1413601040840149
432647,2.8000000000000003,-4.292442321777344
432647,2.8080000000000003,-4.410397529602051
432647,2.816,1.286543846130371
432647,2.824,6.0864715576171875
432647,2.832,4.579435348510742
432647,2.84,-0.6898967027664185
432647,2.848,-4.750516891479492
432647,2.856,-4.996086120605469
432647,2.864,-1.1572580337524414
432647,2.872,3.101748466491699
432647,2.88,3.246824264526367
432647,2.888,0.6534885764122009
432647,2.896,-0.3181995153427124
432647,2.904,0.28829288482666016
432647,2.912,-0.13058626651763916
432647,2.92,-1.0885286331176758
432647,2.928,-0.796891987323761
432647,2.936,-0.510642409324646
432647,2.944,-1.2858009338378906
432647,2.952,-0.4757204055786133
432647,2.96,2.5435523986816406
432647,2.968,3.494993209838867
432647,2.976,0.5509514212608337
432647,2.984,-2.5363082885742188
432647,2.992,-2.6381025314331055
432647,3.0,-0.7933626174926758
432647,3.008,0.9337939620018005
432647,3.016,1.528212547302246
432647,3.024,0.240925133228302
432647,3.032,-1.7221412658691406
432647,3.04,-0.9363945126533508
432647,3.048,2.4317283630371094
432647,3.056,3.3579063415527344
432647,3.064,-0.3157846927642822
